"","Entity_logical_id...2","Subject_type","Leba_numtitle","Leba_publication_date","Leba_url","Programme","Entity_remark","Naal_logical_id","Naal_leba_numtitle","Naal_leba_publication_date","Naal_leba_url","Naal_wholename","Naal_function","Naal_programme","Addr_country","Birt_country","Birt_date","EU_ref_num","logicalId","remark","nameAlias","nameAlias.wholeName","subjectType.classificationCode","birthdate.year","nameAlias.function","citizenship.countryDescription","regulation.publicationUrl","regulation.numberTitle","regulation.regulationType","type"
"2746",135263,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135266,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Сергей СУРОВИКИН",NA,"UKR",NA,NA,NA,"EU.7379.94",135263,NA,"[{'logicalId': '135266', 'regulationLanguage': 'en', 'wholeName': 'Сергей СУРОВИКИН', 'gender': 'M', 'strong': '1'}, {'logicalId': '135267', 'regulationLanguage': 'en', 'wholeName': 'Sergei SUROVIKIN', 'function': 'Army General Commander of the Aerospace Forces', 'gender': 'M', 'title': 'Army General', 'strong': '1'}, {'logicalId': '135389', 'regulationLanguage': 'en', 'wholeName': 'Sergej SUROVIKIN', 'gender': 'M', 'strong': '1'}, {'logicalId': '135390', 'regulationLanguage': 'en', 'wholeName': 'Sergej SUROVIKIN', 'gender': 'M', 'strong': '1'}]",NA,"P",1966,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2747",135268,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135271,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Сергей Владимирович  ДРОНОВ",NA,"UKR",NA,NA,NA,"EU.7380.72",135268,NA,"[{'logicalId': '135271', 'regulationLanguage': 'en', 'wholeName': 'Сергей Владимирович  ДРОНОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135272', 'regulationLanguage': 'en', 'wholeName': 'Sergei Vladimirovich  DRONOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '135273', 'regulationLanguage': 'en', 'wholeName': 'Sergey Vladimirovich  DRONOV', 'function': 'Commander of the Air Force and  Deputy Commander-in-Chief of the Air and Space Forces', 'gender': 'M', 'title': 'Lieutenant General', 'strong': '1'}, {'logicalId': '135391', 'regulationLanguage': 'en', 'wholeName': 'Sergej Vladimirovič DRONOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '135392', 'regulationLanguage': 'en', 'wholeName': 'Sergej Vladimirovitj DRONOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1962,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2748",135274,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135276,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Виолетта ПРИГОЖИНА",NA,"UKR",NA,NA,NA,"EU.7381.71",135274,NA,"[{'logicalId': '135276', 'regulationLanguage': 'en', 'wholeName': 'Виолетта ПРИГОЖИНА', 'gender': 'F', 'strong': '1'}, {'logicalId': '135277', 'regulationLanguage': 'en', 'wholeName': 'Violetta PRIGOZHINA', 'gender': 'F', 'strong': '1', 'remark': 'Associated individuals: Yevgeniy Viktorovich  Prigozhin (son);  Lyubov Valentinovna Prigozhina (daughter-in-law)'}, {'logicalId': '135393', 'regulationLanguage': 'en', 'wholeName': 'Violeta PRIGOŽINA', 'gender': 'F', 'strong': '1'}, {'logicalId': '135394', 'regulationLanguage': 'en', 'wholeName': 'Violetta PRIGOZJINA', 'gender': 'F', 'strong': '1'}]",NA,"P",NA,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2749",135278,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135280,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Любовь Валентиновна  ПРИГОЖИНА",NA,"UKR",NA,NA,NA,"EU.7382.70",135278,NA,"[{'logicalId': '135280', 'regulationLanguage': 'en', 'wholeName': 'Любовь Валентиновна  ПРИГОЖИНА', 'gender': 'F', 'strong': '1'}, {'logicalId': '135281', 'regulationLanguage': 'en', 'wholeName': 'Lyubov Valentinovna  PRIGOZHINA', 'gender': 'F', 'strong': '1', 'remark': 'Associated individuals: Yevgeniy Viktorovich Prigozhin (husband); Violetta Prigozhina (mother-in-law)'}, {'logicalId': '135395', 'regulationLanguage': 'en', 'wholeName': 'Ljubov Valentinovna PRIGOŽINA', 'gender': 'F', 'strong': '1'}, {'logicalId': '135396', 'regulationLanguage': 'en', 'wholeName': 'Ljubov Valentinovna PRIGOZJINA', 'gender': 'F', 'strong': '1'}]",NA,"P",NA,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2750",135282,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135285,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Денис Александрович  БОРТНИКОВ",NA,"UKR",NA,NA,NA,"EU.7383.69",135282,NA,"[{'logicalId': '135285', 'regulationLanguage': 'en', 'wholeName': 'Денис Александрович  БОРТНИКОВ', 'strong': '1'}, {'logicalId': '135286', 'regulationLanguage': 'en', 'wholeName': 'Denis Aleksandrovich  BORTNIKOV', 'function': 'Deputy President and Chairman of VTB Bank Management Board', 'strong': '1', 'remark': 'Associated individuals: Alexander Vasilyevich  Bortnikov (father); Tatiana Borisovna Bortnikova  (mother)'}, {'logicalId': '135397', 'regulationLanguage': 'en', 'wholeName': 'Denis Aleksandrovitj BORTNIKOV', 'strong': '1'}]",NA,"P",1974,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2751",135287,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135290,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Андрей Леонидович  КОСТИН",NA,"UKR",NA,NA,NA,"EU.7384.68",135287,NA,"[{'logicalId': '135290', 'regulationLanguage': 'en', 'wholeName': 'Андрей Леонидович  КОСТИН', 'gender': 'M', 'strong': '1'}, {'logicalId': '135291', 'regulationLanguage': 'en', 'wholeName': 'Andrei Leonidovich KOSTIN', 'function': 'President of the VTB Bank Management Board', 'gender': 'M', 'strong': '1', 'remark': 'Associated persons: Tamara Mikhailovna Kostina (mother); Leonid Alekseevich Kostin (father)'}, {'logicalId': '135398', 'regulationLanguage': 'en', 'wholeName': 'Andrej Leonidovič KOSTIN', 'gender': 'M', 'strong': '1'}, {'logicalId': '135399', 'regulationLanguage': 'en', 'wholeName': 'Andrej Leonidovitj KOSTIN', 'gender': 'M', 'strong': '1'}]",NA,"P",1956,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2752",135292,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135294,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Игорь Иванович  ШУВАЛОВ",NA,"UKR",NA,NA,NA,"EU.7385.67",135292,NA,"[{'logicalId': '135294', 'regulationLanguage': 'en', 'wholeName': 'Игорь Иванович  ШУВАЛОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135295', 'regulationLanguage': 'en', 'wholeName': 'Igor SHUVALOV', 'function': 'the chairman of State Development Corporation VEB.RF and  a member of the Council of the Eurasian Economic Commission; previously a\nFirst Deputy Prime Minister of Russia', 'gender': 'M', 'strong': '1'}, {'logicalId': '135400', 'regulationLanguage': 'en', 'wholeName': 'Igor ŠUVALOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '135401', 'regulationLanguage': 'en', 'wholeName': 'Igor SJUVALOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1967,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2753",135296,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135299,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Маргарита Симоновна  СИМОНЬЯН",NA,"UKR",NA,NA,NA,"EU.7386.66",135296,NA,"[{'logicalId': '135299', 'regulationLanguage': 'en', 'wholeName': 'Маргарита Симоновна  СИМОНЬЯН', 'gender': 'F', 'strong': '1'}, {'logicalId': '135300', 'regulationLanguage': 'en', 'wholeName': 'Margarita SIMONYAN', 'function': 'Editor-in-chief of the English language television news network RT (Russia Today)', 'gender': 'F', 'strong': '1', 'remark': 'Associated individuals: Dmitry Konstantinovich KISELYOV'}, {'logicalId': '135402', 'regulationLanguage': 'en', 'wholeName': 'Margarita SIMONJAN', 'gender': 'F', 'strong': '1'}, {'logicalId': '135403', 'regulationLanguage': 'en', 'wholeName': 'Margarita SIMONJAN', 'gender': 'F', 'strong': '1'}]",NA,"P",1980,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2754",135301,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135304,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Мари́я Влади́мировна  ЗАХА́РОВА",NA,"UKR",NA,NA,NA,"EU.7387.65",135301,NA,"[{'logicalId': '135304', 'regulationLanguage': 'en', 'wholeName': 'Мари́я Влади́мировна  ЗАХА́РОВА', 'gender': 'F', 'strong': '1'}, {'logicalId': '135305', 'regulationLanguage': 'en', 'wholeName': 'Maria ZAKHAROVA', 'function': 'Director of the Information and Press  Department of the Ministry of Foreign Affairs of the Russian Federation', 'gender': 'F', 'strong': '1'}, {'logicalId': '135404', 'regulationLanguage': 'en', 'wholeName': 'Marija ZAKAROVA', 'gender': 'F', 'strong': '1'}, {'logicalId': '135405', 'regulationLanguage': 'en', 'wholeName': 'Maria ZACHAROVA', 'gender': 'F', 'strong': '1'}]",NA,"P",1975,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2755",135306,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135309,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Владимир Рудольфович  СОЛОВЬЁВ",NA,"UKR",NA,NA,NA,"EU.7388.64",135306,NA,"[{'logicalId': '135309', 'regulationLanguage': 'en', 'wholeName': 'Владимир Рудольфович  СОЛОВЬЁВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135310', 'regulationLanguage': 'en', 'wholeName': 'Vladimir Roudolfovitch  SOLOVIEV', 'function': 'Propagandist and TV/Radio Journalist', 'gender': 'M', 'strong': '1'}, {'logicalId': '135406', 'regulationLanguage': 'en', 'wholeName': 'Vladimir Rudolfovič SOLOVJEV', 'gender': 'M', 'strong': '1'}, {'logicalId': '135407', 'regulationLanguage': 'en', 'wholeName': 'Vladimir Rudolfovitj SOLOVJOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1963,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2756",135316,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135319,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Константин КНЫРИК",NA,"UKR",NA,NA,NA,"EU.7390.41",135316,NA,"[{'logicalId': '135319', 'regulationLanguage': 'en', 'wholeName': 'Константин КНЫРИК', 'gender': 'M', 'strong': '1'}, {'logicalId': '135320', 'regulationLanguage': 'en', 'wholeName': 'Konstantin KNYRIK', 'gender': 'M', 'strong': '1', 'remark': 'a pro-Russian activist running MediaGroup News Front Ltd'}, {'logicalId': '135408', 'regulationLanguage': 'en', 'wholeName': 'Konstantin KNIRIK', 'gender': 'M', 'strong': '1'}]",NA,"P",1989,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2757",135321,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135325,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Алексей Константинович  ПУШКОВ",NA,"UKR",NA,NA,NA,"EU.7391.40",135321,NA,"[{'logicalId': '135325', 'regulationLanguage': 'en', 'wholeName': 'Алексей Константинович  ПУШКОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135326', 'regulationLanguage': 'en', 'wholeName': 'Aleksey Konstantinovich  PUSHKOV', 'function': 'a Senator from Perm Krai, member of the ruling United Russia political party and Chairman of the Commission on Information Policy', 'gender': 'M', 'strong': '1'}, {'logicalId': '135409', 'regulationLanguage': 'en', 'wholeName': 'Aleksej Konstantinovič PUŠKOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '135410', 'regulationLanguage': 'en', 'wholeName': 'Aleksej Konstantinovitj PUSJKOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1954,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2758",135327,"P","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135330,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Пётр Олегович ТОЛСТОЙ",NA,"UKR",NA,NA,NA,"EU.7392.39",135327,NA,"[{'logicalId': '135330', 'regulationLanguage': 'en', 'wholeName': 'Пётр Олегович ТОЛСТОЙ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135331', 'regulationLanguage': 'en', 'wholeName': 'Pyotr Olegovich  TOLSTOY', 'gender': 'M', 'strong': '1'}, {'logicalId': '135332', 'regulationLanguage': 'en', 'wholeName': 'Petr Olegovich  TOLSTOY', 'gender': 'M', 'strong': '1'}, {'logicalId': '135333', 'regulationLanguage': 'en', 'wholeName': 'Pyotr TOLSTOY', 'function': 'Russian journalist, producer, presenter  and politician. Deputy Chairman of the State  Duma since 2016 and the Deputy Chairman of the  Parliamentary Assembly of the Council of Europe since 28 January 2020.', 'gender': 'M', 'strong': '1'}, {'logicalId': '135411', 'regulationLanguage': 'en', 'wholeName': 'Pjotr TOLSTOJ', 'gender': 'M', 'strong': '1'}, {'logicalId': '135412', 'regulationLanguage': 'en', 'wholeName': 'Pjotr TOLSTOJ', 'gender': 'M', 'strong': '1'}]",NA,"P",1969,NA,"RUSSIAN FEDERATION","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2759",135334,"E","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135336,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Агентство интернет-исследований",NA,"UKR",NA,NA,NA,"EU.7393.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"2760",135338,"E","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135340,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","Банк «Росси́я»",NA,"UKR",NA,NA,NA,"EU.7394.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"2761",135342,"E","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135344,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","ПАО Промсвязьбанк""""",NA,"UKR",NA,NA,NA,"EU.7395.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"2762",135346,"E","2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","UKR","(Date of UN designation: 2022-02-23)",135348,"2022/260 (OJ L42I)",2022-02-23,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2022:042I:FULL&from=EN","ВЭБ.РФ",NA,"UKR",NA,NA,NA,"EU.7396.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"2763",135450,"E","2022/300 (OJ L46)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.046.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A046%3ATOC","BLR","(Date of UN designation: 2020-12-17)",135453,"2022/300 (OJ L46)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.046.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A046%3ATOC","ООО “Дана Холдингз”",NA,"BLR",NA,NA,NA,"EU.7412.5",135450,NA,"[{'logicalId': '135453', 'regulationLanguage': 'en', 'wholeName': 'ООО “Дана Холдингз”', 'strong': '1'}, {'logicalId': '135454', 'regulationLanguage': 'en', 'wholeName': 'ТАА “Дана Холдынгз”', 'strong': '1'}, {'logicalId': '135455', 'regulationLanguage': 'en', 'wholeName': 'Dana Holdings', 'strong': '1'}]",NA,"P",NA,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"2764",135514,"P","2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","UKR","(Date of UN designation: 2022-02-25)",135516,"2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","Сардаана  Владимировна  Авксентьева",NA,"UKR",NA,NA,NA,"EU.7413.4",135514,NA,"[{'logicalId': '135516', 'regulationLanguage': 'en', 'wholeName': 'Сардаана  Владимировна  Авксентьева', 'gender': 'F', 'strong': '1'}, {'logicalId': '135517', 'regulationLanguage': 'en', 'wholeName': 'Сардана  Владимировна  Авксентьева', 'gender': 'F', 'strong': '1'}, {'logicalId': '135518', 'regulationLanguage': 'en', 'wholeName': 'Sardana Vladimirovna GOGOLEVA', 'gender': 'F', 'strong': '1', 'remark': 'née GOGOLEVA'}, {'logicalId': '135519', 'regulationLanguage': 'en', 'wholeName': 'Sardana Vladimirovna  AVKSENTYEVA', 'function': 'Member of the State Duma', 'gender': 'F', 'strong': '1'}, {'logicalId': '135919', 'regulationLanguage': 'en', 'wholeName': 'Sardana Vladimirovna GOGOLEVA', 'gender': 'F', 'strong': '1', 'remark': 'född GOGOLEVA'}, {'logicalId': '135920', 'regulationLanguage': 'en', 'wholeName': 'Sardana Vladimirovna AVKSENTIEVA', 'gender': 'F', 'strong': '1'}]",NA,"P",1970,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2765",135520,"P","2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","UKR","(Date of UN designation: 2022-02-25)",135522,"2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","Ольга  Николаевна Алимова",NA,"UKR",NA,NA,NA,"EU.7414.3",135520,NA,"[{'logicalId': '135522', 'regulationLanguage': 'en', 'wholeName': 'Ольга  Николаевна Алимова', 'gender': 'F', 'strong': '1'}, {'logicalId': '135523', 'regulationLanguage': 'en', 'wholeName': 'Olga Nikolayevna ALIMOVA', 'function': 'Member of the State Duma', 'gender': 'F', 'strong': '1'}, {'logicalId': '135921', 'regulationLanguage': 'en', 'wholeName': 'Olga Nikolajevna ALIMOVA', 'gender': 'F', 'strong': '1'}]",NA,"P",1953,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"2766",135524,"P","2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","UKR","(Date of UN designation: 2022-02-25)",135526,"2022/332 (OJ L53)",2022-02-25,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.053.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A053%3ATOC","Георгий  Константинович Арапов",NA,"UKR",NA,NA,NA,"EU.7415.2",135524,NA,"[{'logicalId': '135526', 'regulationLanguage': 'en', 'wholeName': 'Георгий  Константинович Арапов', 'gender': 'M', 'strong': '1'}, {'logicalId': '135527', 'regulationLanguage': 'en', 'wholeName': 'Georgy Konstantinovich  ARAPOV', 'function': 'Member of the State Duma', 'gender': 'M', 'strong': '1'}, {'logicalId': '135922', 'regulationLanguage': 'en', 'wholeName': 'Georgij Konstantinovitj ARAPOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1999,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
